date_incident,annee,mois,jour,jour_semaine,saison_cyclonique,zone_cotiere,region,district,commune,lon_geocode,lat_geocode,source_geocode,type_incident,description,personnes_concernees,deces
2019-07-24,2019,7,24,2,0,ANTALAHA A TOAMASINA,,SOANIERANA IVONGO,,49.58774722222223,-16.938766666666666,original,,"Le 21 Juillet 2019 vers 02heures 30 minutes, un caboteur dénommé MS JIROW, appartenant à la dame JOSIANE demeurant à Ambinany Soanierana Ivongo, avec 07 passagers à bord, en partance pour Tanambe a fait naufrage dans l’embouchure de Soanierana lvongo, peu de temps après son départ. Alerté de cet incident, un responsable de la circulation maritime de cette circonscription d’Analanjirofo a instamment dépêché une seconde embarcation pour secourir les sept naufragés. Quatre d’entre eux ont été grièvement blessés, dont l’un a été évacué d’urgence à l’hôpital de Fenoarivo Antsiranana. Aucune perte de vie humaine, mais des dommages corporels et matériels considérables ont été relevés car toutes les marchandises à bord ont coulé avec l’embarcation. Les autorités de Soanierana Ivongo et les responsables de la police et de la gendarmerie se sont rendus sur les lieux de l’incident. Une enquête a été ouverte en vue d’éclaircir les circonstances. Selon les témoignages d’un passager, il y avait eu un choc avant que l’embarcation n’ait commencé à prendre l’eau. La surcharge serait à l’origine de ce désastre. Nom du Commandant du navire : M. GINOT demeurant Ambinany Soanierana Ivongo.",,
2019-08-14,2019,8,14,2,0,,,MADAGASCAR,,,,original,,"Deux pêcheurs Comoriens (Saïd Ali et Chamsoudine Mmadi) à bord d’un petit bateau de pêche de 6 mètres, de couleur blanche ont disparu le 14 Août 2019 à 12h dans la partie de l'île de Mohéli, village de Hamba à destination du village de Dimanisur l’île de la ville Grande Comores.
Ces deux pêcheurs n’ont pas encore été retrouvés jusqu’à présent.",,
2019-08-15,2019,8,15,3,0,BESALAMPY A MOROMBE,,BESALAMPY,,44.42598333333333,-16.715352777777778,original,,"Une demande d’EVASAN d’une personne à bord du navire CHRIS GR, à la position (latitude 16°01.32S, 043°et longitude 07.40 E ) qui s’est trouvé à 90 NM au Nord-Ouest de Besalampy en direction vers le Sud, a été adressée à l’APMF, le 15 Août 2019. Ledit navire a été contacté par le biais du CROSS La Réunion. Une consultation à distance a été effectuée sur le patient avec un docteur. D'après les diagnostics, sur la persistance d’une douleur abdominale du patient, le médecin lui a prescrit des médicaments antidouleur disponibles à bord. Le 15 août 2019, aucune urgence signalée pour l’évacuation sanitaire.",,
2019-08-16,2019,8,16,4,0,ANTALAHA A TOAMASINA,,ILOT PRUNES,,49.45955277777778,-18.057583333333334,original,,"Depuis l’échouage du navire MV JOBY aux îlot Prunes, à cause d’une panne mécanique majeure liée aux groupes électrogènes du bord, au large du port de Toamasina, le 24 Juillet 2019 dernier et qui a causé la mort du Second Capitaine dénommé Leonard, au cours de l’évacuation des passagers et les équipages vers l’île aux prunes ; les autorités portuaires, maritimes, civiles et militaires à Toamasina, avec la participation de l’armateur du navire, la société « Pemium Logistics », des plongeurs professionnels se sont réunis et prévoient de conduire l’opération de déséchouage du navire et de prendre les dispositions nécessaires pour éviter la possibilité d’expansion et de déversement d’hydrocarbures en mer dans l’objectif de pomper les carburants et lubrifiants à bord. Le navire a pris l’eau suite à une ouverture de la coque et une voie d’eau s’est présentée dans la cale machine. Des enquêtes maritimes et judiciaires ont été entamées sur la cause de l’accident et le décès malencontreux d’un des membres de l’équipage.",,
2019-08-19,2019,8,19,0,0,ANTALAHA A TOAMASINA,,ANTALAHA,,50.28750555555556,-14.908622222222222,original,,"Le navire caboteur dénommé VIVANOT II, pavillon malagasy, immatriculé PM 14099 a échoué le lundi 19 Août 2019, vers 03 h00 du matin au niveau du Cap Est au large du village AMBODIRAFIA CR Ambotralagnana district ANTALAHA. Il est à souligner que ce navire en provenance de Toamasina, à destination d’Antalaha a embarqué à son bord environ 200 tonnes de marchandises. Selon le commandant de bord RANDIMBISOA Lantoarijaona Honoré, la ligne d'arbre qui s’est cassée a causé l’accident. Une Vedette en provenance d’Antalaha a été dépêchée sur les lieux pour assister le navire. Tous les passagers sont sains et saufs et ont pu rejoindre le district d’Antalaha.
Le débarquement des marchandises est en cours pour délester le navire pour permettre au navire OCEANAH de mener l’opération de déséchouage et de le remorquer vers ANTALAHA.",,
2019-08-23,2019,8,23,4,0,ANTALAHA A TOAMASINA,,ILE SAINTE MARIE,,49.853497222222224,-16.941158333333334,original,,"Durant la journée du 21 août 2019, la mer a refoulé un corps dénudé et non identifiable sur la plage de Sahatsora dans le Fokontany Analarajy (CU Sainte Marie). Après les constats effectués par la Brigade de la Gendarmerie et le Médecin, le corps a été enterré dans le quartier de Sahatsora par la mairie de la Commune Urbaine de Sainte-Marie et le Fokonolona car le corps se décomposé rapidement. A part la disparition des deux (2) pêcheurs au mois d’août, une disparition en mer d’un secouriste de touristes étrangers s’est produite le 10 août 2019 vers 16heures 30mn à Sahasifotra CU Sainte Marie. A ce sujet, un homme nommé BELALA Fulgence, après avoir entendu l’alerte de secours lancée par les 3 étrangers qui se sont baignés en mer, s’est dépêché pour les sauver. Malgré l’accomplissement de son devoir, il n’arrivait plus à rejoindre la rive à cause de la fatigue et surtout la forte houle pendant l’opération de sauvetage. Malgré les recherches effectuées, ce corps reste introuvable. En effet, cet endroit est réputé par l’agitation de la mer. Après cette série de noyade, une séance de sensibilisation sur les bonnes conduites et pratiques en mer a été dispensée par les responsables locaux.",,
2019-08-25,2019,8,25,6,0,ANTALAHA A TOAMASINA,,TOAMASINA,,49.41660555555556,-18.15619722222222,original,,"Selon les informations transmises par l’APMF et remontées vers le CFIM, le voilier STELLAMARIS était en situation de détresse le 25 Août 2019. Il a été localisé à 91.17 NM au Nord Est du port de Toamasina, le 26 Août 2019 à 7heures 24 mn sans donner de réponses aux autorités suite à des appels de l’autorité portuaire de TOAMASINA.
Le 25 Août 2019, ce navire a été remorqué par le remorqueur NOE au large de Fenerive-Est vers le port de Toamasina. Cette opération de remorquage a été assistée par le navire SILVER HAGUE. Il a suivi des réparations au port de Toamasina à cause de pannes qu’il a subi en mer.",,
2019-09-01,2019,9,1,6,0,BESALAMPY A MOROMBE,,Nosikely Morondava,,44.280774,-20.305419,original,, Naufrage d’un boutre à cause de mauvais temps- tous 11 passagers rescapés,,
2019-09-03,2019,9,3,1,0,CAP D'AMBRE A BESALAMPY,,Nosy Makamba,,46.044608,-15.85806,original,,"Au niveau de nosy Makamba–Mahajanga, une pirogue traditionnelle
à moteur dénommée Lylia, avec 8 personnes à bord, est tombée en panne de moteur. Parti de
Soalala vers 5h00, Il a été remorqué par une coque d’un particulier de Mahajanga. Aucune perte
de vie humaine n’a été déplorée.",,
2019-09-16,2019,9,16,0,0,,,MADAGASCAR,,,,original,,"D’après les informations fournies par l’image satellitaire de l’EMSA (European Maritime Safety Agency), sept (07) nappes d’hydrocarbures légers reparties dans le canal de Mozambique ont été repérées le 15 septembres 2019 en avançant les coordonnés de référence. Lors de notre recoupement auprès des autorités locales de la côte ouest de Madagascar, jusqu’à ce jour, les acteurs maritimes de cette région n’ont pas constaté ni la présence de ces nappes ni l’impact de cette pollution marine sur la vie des pêcheurs.",,
2019-09-18,2019,9,18,2,0,ANTALAHA A TOAMASINA,,TOAMASINA,,49.41660555555556,-18.15619722222222,original,,"Les riverains du canal de Pangalanes à Toamasina, surtout entre le port fluvial de Manangareza et l’endroit dénommé ‘’Pont fotsy’’ constatent un niveau maximum de pollution du Canal. L’origine des déversements d’eaux usées provient des usines, établissements et sociétés pétrolières locales sur la rive du canal des Pangalanes Nord. Le traitement des déchets d’usines devrait être revu afin d’éviter la pollution aquatique. Cette dernière représente une menace pour l’écosystème marin du fait que le Canal est relié à la mer mais aussi un obstacle majeur pour le tourisme. Les CTD sont déjà avisées de cette situation.",,
2019-09-23,2019,9,23,0,0,CAP D'AMBRE A BESALAMPY,,ANALALAVA,,47.74028888888889,-14.571869444444443,original,,"Le boutre SAMBY JEUNE transportant 21 joueurs de football en provenance de Komanjara, Commune Rurale d’Antonibe, Districk d’Analalava et en direction de Marotaolana, s’est chaviré dans la Baie de Narinda le 22 septembre 2019 vers 13h entre Ambtaobe Sohihy, Fokontany Nosy Lava et Fokontany Nosy Fano Commune Urbaine d’Analalava. Selon la Brigade d’Analalava, à part ces passagers, ce boutre embarquait 03 tonnes de chargement à bord. Durant le chavirement, huit (08) d’entre eux sont sains et saufs, deux (02) décédés et onze (11) portés disparus dont sept (07) retrouvés le 27 septembre et quatre (04) le 29 septembre près du rivage de l’ile Ambatobe Sohihy. Avec la communauté locale et les riverains de cette Baie, la Brigade de la Gendarmerie d’Analalava continue la recherche des disparues.",,
2019-09-23,2019,9,23,0,0,BESALAMPY A MOROMBE,,MORONDAVA,,44.29378888888888,-20.34810555555556,original,,"Deux jeunes garçons se sont noyés au large de la plage de Nosy Kely Morondava. Il s’agit des vacanciers venant d’Antsirabe. Durant cette noyade, le jeune RAKOTOARIZAFY Dera, environ 18 ans a perdu sa vie, tandis que son collègue est ramené à l’Hôpital de la ville. Après cette incidence, les autorités locales ont tenu une conférence de presse pendant laquelle elles ont invité les vacanciers d’être vigilants surtout sur l’état de la mer. ",,
2019-09-25,2019,9,25,2,0,CAP D'AMBRE A BESALAMPY,,MAHAJANGA,,46.31373611111111,-15.711575,original,,"Un boutre reliant le port d’Aranta Mahajanga à Katsepy a fait naufrage le 24 septembre 2019 vers 08h à 800m près du port de « Quai Orange ». L’embarcation compte vingt-cinq (25) passagers à bord avec 60 tôles et 30 sacs de ciments. Vingt-trois (23) ont pu être sauvés par la Brigade Port et l’équipe de l’APMF, ramenés puis soignés au CHU Mahajanga. A l’arrivée de l’hôpital, une (01) mère de famille a succombé. Le 26 septembre 2019 vers 7h30mn, le corps de la fille de la défunte a été trouvé au bord de l’hôtel Baobab Tree après sa disparition plus de 48h. D’après l’un des passagers, ce naufrage est dû à la surcharge du boutre et du vent fort. De plus, la plupart des rescapés ne portent pas de gilets de sauvetage. Des dizaines d’accidents sont recensés chaque année dans la zone.",,
2019-09-28,2019,9,28,5,0,ANTALAHA A TOAMASINA,,TOAMASINA,,49.41660555555556,-18.15619722222222,original,,"Un corps d’un homme blanc sans vie, âgé de 35 ans, non identifié, a été trouvé au bord de la baie d’Ivondro, vers 10h. Durant le constat effectué par le BMH, Police Scientifique et Technique, la Gendarmerie Nationale et le Service Régionale de la Police Judiciaire, le corps de la victime est totalement nu et un tatouage de forme sirène est marqué sur son bras droit. D’après le BMH, il s’agit d’un mort suspecte. Puisque aucune pièce d’identité, permettant de lui reconnaitre, n’a été sur la victime, le corps a été déposé par les sapeurs-pompiers à la morgue auprès de CHU Toamasina. ",,
2019-10-04,2019,10,4,4,0,,,Nord Ouest de Madagascar,,,,original,,"Aux côtes Nord-Ouest de Madagascar, le navire de type vraquier M/V PAPORA
WISDOM de pavillon Panama aurait pu être la cause de déversements dans la ZEE de Madagascar,
selon OLI France.",,
2019-10-04,2019,10,4,4,0,ANTALAHA A TOAMASINA,,TOAMASINA,,49.41660555555556,-18.15619722222222,original,,"Dans le Fokontany d’Ampanalagna, parcelle 17/11, un corps d’un enfant, environ 3 ans, sans vie a été trouvé au bord de la mer, près de l’Hôtel Victoria Beach, le 04 octobre 2019 vers 08h du matin. Avec la Police Scientifique et Technique et le Service Régional de la Police Judiciaire, le BMH constate que l’enfant est mort par noyade. Après l’enquête de voisinage, personne n’a reconnu ni l’identité de cet enfant ni sa famille. Cette dernière circonstance a permis au Sapeurs-pompiers de déposer le corps à la morgue, CHU Toamasina. ",,
2019-10-04,2019,10,4,4,0,CAP D'AMBRE A ANTALAHA,,Vohemar,,50.003364,-13.370283,original,,"Au large de Vohemar, un navire de type cargo dénommé « ANILLA
PRINCESSE » en partance d’Antsiranana pour Vohemar a sombré à la suite d’une panne au niveau
de la cale machine due par l’effet d’une voie d’eau. Les 10 passagers et 14 membres d’équipage
ont été sains et sauf après déploiement d’un radeau de sauvetage. Rappelons que le jour de cet
accident, le vent d’Alizé se dirigeant vers la direction de Nord-Nord-Est, avec une vitesse allant
jusqu’à 28 km/h aurait pu être en faveur des rescapés.",,
2019-10-10,2019,10,10,3,0,CAP D'AMBRE A BESALAMPY,,MAHAJANGA,,46.31373611111111,-15.711575,original,,"Durant cette période de vacance, la plage de Mahajanga est remplie d’autochtones et vacanciers. Pendant ce moment de détente, différents activités ont lieu, comme monter à bord d’un navire pour donner une épice à leur vacance. Et pour ce cas, le jour du 08 Octobre 2019, pendant qu’une famille fait un tour de promenade à bord d’une vedette, au large de la petite plage de Mahajanga, un garçon d’environ de 13 ans fut tombé et a été broyé par les hélices de ladite vedette. Malgré les soins de secours effectués et l’EVASAN vers l’hôpital d’Androva, l’enfant meurt en cours de route.",,
2019-10-17,2019,10,17,3,0,CAP D'AMBRE A BESALAMPY,,ANALALAVA,,47.76835555555555,-14.668727777777775,original,,"Compte tenu de l’information transmise par les éléments du Poste Fixe de Ratsianarana (District Antalaha) de la Gendarmerie Nationale, le navire MS ISABELLA s’est échoué sur un récif le matin du 17 octobre 2019 vers 06h00 C à environ 1,5 km au large de Tanjokalanana, Fokontany Andranonampaha CR Ampanavoana district d’Antalaha.
Appartenant à sieur BE GERARD habitant le Fokontany Ankoalabe Antalaha, le navire a quitté le port d’Antalaha avec 10 membres d’équipage le 16 octobre 2019 vers 06h00 du matin à destination de Toamasina, ayant à son bord 15 passagers et 1000 cageots contenant des bouteilles vides. Ledit navire s’est trouvé à la dérive suite à une panne moteur et s’est échoué.  Tous les passagers sont déjà évacués du navire par l’équipage à Andranonampaha puis vers Antalaha sains et saufs. La réparation du moteur du navire est terminée le 19 octobre 2019. Le déséchouement dépendra de la hauteur de la marée. L’APMF Antalaha va envoyer un remorqueur pour secourir le navire.",,
2019-10-20,2019,10,20,6,0,CAP D'AMBRE A BESALAMPY,,MAHAJANGA,,46.31373611111111,-15.711575,original,,"Le dimanche 20 octobre 2019 vers 14h30 sur la mer du village touristique, un jeune homme adventiste en vacances, âgé de 23 ans, s’est noyé malgré son EVASAN vers l’hôpital d’Androva. Engloutie par la montée du niveau de la mer, la victime n’est repêchée sur la plage qu’après 10 minutes. Malgré les panneaux d’interdiction de baignade installés depuis 2018 sur certains endroits à cause de l’existence d’un courant d’arrachement et d’une forte marée, les vacanciers sont toujours tentés par le calme apparent de la mer. ",,
2019-11-25,2019,11,25,0,1,ANTALAHA A TOAMASINA,,ANTALAHA,,50.28750555555556,-14.908622222222222,original,,"Le 25 novembre 2019 vers 22H00, une pirogue transportant des bois ordinaires est renversée dans la mer au large du Fokontany Ambinanimarambo Commune Rurale Ambalabe du District Antalaha. Le navire en provenance d’Ambohitralanana est en direction vers Antalaha. L’accident est survenu au nord dudit fokontany au passage d’une embouchure. Sur les quatre (04) membres d’équipage dans la pirogue, trois (03) ont pu rejoindre la côte et sont retrouvés sains et saufs dans la nuit du 25 novembre 2019. Le dernier membre de l’équipage, le nommé RABARISON Mamitiana, âgé de 27 ans, habitant du Fokontany Ankolabe Antalaha est retrouvé mort sur la plage d’Ambinanimarambo le 27 novembre 2019 vers 05H40. Le défunt ne savait pas nager. La pirogue ainsi que les planches à bord sont emportées par le courant marin.",,
2019-11-30,2019,11,30,5,1,ANTALAHA A TOAMASINA,,MANANARA NORD,,49.80359444444444,-16.169311111111114,original,,"Le navire ARIANE EXPRESS assure le transport maritime des passagers entre Maroantsetra et Mananara-Nord. A part de ses 09 équipages, il a transporté 120 passagers le 30 Novembre 2019. Et vers 22h, suite à la condition météorologique de cette zone et le mauvais état de la mer, ce navire a risqué d’être chaviré. Mais grâce à l’intervention de l’équipe de l’APMF qui a envoyé ses trois (03) vedettes pour lui porter secours, avec ses 129 personnes à bord, le navire est arrivé sans incidence à Mananara-Avaratra. ",,
2020-01-04,2020,1,4,5,1,CAP D'AMBRE A ANTALAHA,,SAMBAVA,,50.17573,-14.27,original,,"Le mardi 31 mars 2020 dans la matinée sur la plage d'Ampandrozonana, district de Sambava, deux garçons ont été emportés par les vagues et ont faillis se noyer. Le sauveteur, un jeune homme travaillant aux alentours a remarqué les gestes d’appel de secours de deux garçons. Le maire de la Commune s’est rendu place et a recommandé les résidents ainsi que les parents à être toujours vigilants face aux enfants qui jouent à la plage. ",,
2020-01-20,2020,1,20,0,1,ANTALAHA A TOAMASINA,,TOAMASINA,,49.42276,-18.14853,original,SAR,"La SPAT (Société du Port à Gestion Autonome de Toamasina) a récupéré un piroguier inconscient à bord de sa pirogue en mer, le samedi 18 janvier 2020 vers 13h. Arrivé au port, la victime a été ramenée à l’urgence Hôpital Toamasina. Après son premier soin, le piroguier a trouvé sa respiration vers18h30, mais encore inconscient.",,
2020-02-17,2020,2,17,0,1,CAP D'AMBRE A ANTALAHA,,SAMBAVA,,50.16599,-14.26106,original,,"Le 16 Février 2020 vers 14h, un jeune garçon âgé de 25 ans s’est noyé pendant son baignade en mer, en face de l’Hôtel « LAS PALMAS », Fokontany Sambava Centre. Ramené par la vague, son corps n’a pas été découvert que dans la matinée du 17 Février 2020, à quelques mètres de cet endroit. Après le constat effectué par les autorités locales (Gendarmerie Nationale, Médecins légistes), le corps de ce jeune écolier est remis entre les mains de sa famille.",,
2020-02-17,2020,2,17,0,1,CAP D'AMBRE A MAHANORO,,MAHANORO,,48.93477,-19.88243,original,SAR,"Dans la nuit de 15 au 16 Février 2020, suite au passage de la dépression tropicale FRANCISCO, deux (02) navires, dont BRENDALEX 2 TM 15-043, au quai du débarcadère de Mahanoro ont été ramenés par le courant du Canal de Pangalanes. Le 16 février 2020, l’Agence Portuaire Maritime et Fluviale (APMF) a procédé à la recherche de ces navires. Ils sont retrouvés vers 4km et 10km de Mahanoro. Le même jour, en ralliant Mahanoro, l’équipe SAR de l’APMF a intercepté une vedette avec onze (11) personnes (06 Hommes, 03 Femmes, 02 Enfants) à bord, qui a été ramenée par le courant d’eau des Pangalanes. L’embarcation a été remorquée vers le débarcadère de Mahanoro. Les passagers à bord sont sains et saufs.",,
2020-02-25,2020,2,25,1,1,CAP D'AMBRE A BESALAMPY,,NOSY BE,,46.2,-13.63333,original,,"Le lundi 24 février 2020, à la position 13°38’S et 46°12E, soit à environ 217 km au Sud-Ouest de Nosy Be et à 180km au Nord-Ouest de la Baie de Narendra, deux (02) homme malagasy à bord d’une vedette rapide équipée de deux moteurs hors-bord d’une capacité d’environ 40CV chacune en panne moteur, sont récupérés par le thonier senneur seychellois PLAYA DE ANZORAS, MMSI : 664572000 de passage dans la zone. Sous motif de pêche, l’embarcation malagasy emportait une trentaine de bidons jaunes de 20 litres vides et aucun matériel de pêche ni de poissons capturés. Prévue débarquer au port de Nosy be dans la journée du mardi 25 février 2020, la vedette a été débarquée au large sans atteindre le port et a ainsi disparu pour éviter les autorités malagasy. De plus, PLAYA DE ANZORAS a éteint son AIS depuis le 20 février 2020 vers 00H08.",,
2020-03-02,2020,3,2,0,1,ANTALAHA A TOAMASINA,,TOAMASINA,,49.42313,-18.15389,original,ACCIDENTS,"Ce 03 Février 2020 vers 09h, une baleine est échouée près de chantier d’extension port Toamasina, dont le corps est déjà abimé. A cet effet, la capitainerie SPAT du Port de Toamasina a tenu une réunion avec les responsables locales, dans la salle de réunion PFSO, enceinte du Port, afin de prendre une mesure adéquate relative à cette situation. En attendant cette prise de décision, le lieu est sécurisé par les éléments de la Police Nationale COSPE/SPAT et la sécurité civile (Société TSG). Vers 11h30, les responsables issus de MAEP ont descendu sur le lieu pour constater cet évènement, mais aucune mesure n’a été prise jusqu'à 13h.",,
2020-03-05,2020,3,5,3,1,CAP D'AMBRE A ANTALAHA,,ANTSIRANANA,,49.399,-12.2977,original,,"Le vendredi 01 Mai 2020, une dizaine d’étudiants de l’Ecole Supérieure Polytechnique Antsiranana sont venues à la plage de la Baie de Sakalava pour une promenade. Deux parmi eux ont pris une pirogue et se sont déplacés vers le large. Une fois au large, ils ont connu un problème et leur pirogue a coulé. L'un a pu se sauver, mais l'autre s’est noyé et a disparu. Avisé de cet évènement, les autorités locales représentés par le député d’Antsiranana, accompagnés de plongeurs sont descendues sur le lieu et a commencé la recherche du garçon. Le corps du défunt a été retrouvé le 02 Mai vers 07h30.",,
2020-03-09,2020,3,9,0,1,CAP D'AMBRE A BESALAMPY,,MAHAJANGA,,46.310831,-15.700265,original,,"Le mardi 01 Septembre 2020 vers 14h, un jeune garçon de 14ans a trouvé la mort dans un noyade sur la plage du village touristique à Antsahabingo, Commune Urbaine de Mahajanga, Région Boeny. Trois garçons se sont baignés sur la plage malgré la plaque d’interdiction au niveau de l’embouchure. A marée basse, ils ont traversé à la nage tour à tour l’autre plage. Le premier est passé mais a prévenu la victime de ne pas se jeter dans la mer, à cause d’une crevasse. Mais, la victime a plongé et est mort noyé malgré la tentative de sauvetages de deux (02) pêcheurs aux alentours. Une fois alertée, les autorités locales sont venues sur place. ",,
2020-04-01,2020,4,1,2,1,NOSY BE ET ENVIRONS,,NOSY BE,,48.4864,-13.31115,original,ACCIDENTS,"Le 03 janvier 2020 vers 17h, le cadavre d’un homme âgé de 31 ans, conducteur d’une coque reliant Ambalamboay à Nosy Be, a été retrouvé à Nosy Faly, dans la forêt de mangrove d’Ampasikely, Fokontany Ambolobozo, Commune Rurale d’Antafiambotry. D’après le constat, l’homme est décédé depuis des jours, son corps a été abîmé par l'eau de mer. Dans le Fokontany voisin d’Ambolobozo à Ampasimbary, dans la même Commune Rurale, la coque plastique ayant une capacité de 30 personnes à bord, avec un moteur à bord de 150 CV de marque YAMAHA, a été retrouvée sur la plage dudit Fokontany. L’incident aurait été causé par le mauvais temps. L’embarcation a été remise à son propriétaire habitant Ambalamboay. ",,
2020-04-02,2020,4,2,3,1,BESALAMPY A MOROMBE,,BESALAMPY,,44.43018,-16.60249,original,,"Le samedi 01 février 2020 vers 20 heures, à l’embouchure entre le fleuve Maningoza et la mer dans la partie d’Ampongabe, fokontany Anosimboalavo, district de Besalampy, un boutre dénommé « BEFANOMEZA » en provenance de Mahajanga, transportant des 45 barils carburants de JIRAMA avec des matériaux de construction, de l'acier, des marchandises générales, des motos et divers outils avec 9 personnes à bord était victime d’un naufrage. Toutes personnes à bord ont été rescapées dans cette catastrophe grâce au sauvetage opéré par des pêcheurs, tandis que les marchandises à bord étaient englouties par la mer. Les éléments de la Gendarmerie, de la Police Nationale, de la JIRAMA et le « Fokonolona » de cette localité ont déjà procédé à la recherche des objets perdus avec la société NACB-AQUALMA. Dans la matinée du 05 février 2020, 20 barils ont été retrouvés par ces Fokonolona et remontés vers la surface. 25 futs sont ainsi restés à trouver.",,
2020-04-03,2020,4,3,4,1,ANTALAHA A TOAMASINA,,FENOARIVO ATSINANANA,,49.42669,-17.3876,original,,"Le 02 mars 2020 vers 16H00, le boutre malagasy MS STEPHAN est échoué sur la plage d’Andreba, CR Ambodimanga dans le District de Fenoarivo Atsinanana. Le 01 mars 2020, toujours en panne moteur, le navire a été remorqué par le navire caboteur malagasy NOSY MANGABE de Sainte Marie à destination vers le port de Toamasina, avec six (06) membres d’équipages et 150 bouteilles de gaz de cuisson vides à bord. En cours de route et à cause de la forte houle, NOSY MANGABE a dû abandonner MS STEPHAN qui s’est échoué sur ladite plage. D’après l’APMF de Sainte Marie, le navire LCT HAVANNA, pavillon Malagasy en provenance de Mananara Avaratra pour Toamasina devra continuer le remorquage de M/S STEPHAN vers le port de Toamasina. Rappelons que MS STEPHAN a été victime d’une panne moteur le 09 février 2020 vers 17H00 et était échoué sur un récif au large de Vinanivao. Il a été remorqué par MV SERAYA, pavillon Malagasy, vers Sainte Marie le 12 février 2020. Toutefois, son permis de navigation est valable jusqu’au 08 août 2020.",,
2020-05-06,2020,5,6,2,0,CAP D'AMBRE A BESALAMPY,,ANALALAVA,,47.6603,-14.5364,original,,"Le 03 juin 2020 vers 15 heures 20 près de Nosy Lava, un naufrage d’une pirogue en bois est survenu. Trois personnes parmi les quatre pêcheurs traditionnels à bord ont réussi à rejoindre le littoral au niveau Fokontany Anjango, CR Ambolobozo dans le district d’Analalava le 03 et le 04 Juin 2020.  L’un d’eux n’a pas encore été retrouvé. La petite embarcation était en provenance d’Analalava et à destination de Nosy Lava. La cause principale du naufrage est la hauteur des vagues. Des recherches ont été déployées par les autorités d’Analalava et de Nosy Lava. ",,
2020-05-11,2020,5,11,0,0,CAP D'AMBRE A BESALAMPY,,ANALALAVA,,47.6392,-14.8081,original,,"Le vendredi 30 octobre 2020 vers 13h, une embarcation de pêche sans moteur a sombré avec trois (03) personnes à bord, au large de Doany, fokontany Tsarakoditra, CU et district Analalava. L’un des trois occupants, dénommée Dominique, a survécu et a été retrouvé avec l’embarcation, tandis que les deux (02) autres (Moravelo et Tatainy) ont disparu. Les autorités locales, aidées le fokonolona, ont déployé une vedette pour poursuivre les recherches. L’un des deux est retrouvé mort le 06 Novembre 2020 vers 5H30 du matin mais l’autre n’a pas encore été retrouvé.",,
2020-05-13,2020,5,13,2,0,BESALAMPY A MOROMBE,,MAINTIRANO,,44.01736,-18.06673,original,,"Le 11 Mai 2020 vers 21H00C, le boutre à voile en bois NAIMA reliant Mahajanga et Maintirano s’est échoué à Ampasimandroro, Maintirano. Le 10 Mai 2020, il a quitté le port de Mahajanga à destination de Maintirano, avec 06 personnes à bord. Il était au mouillage en attendant la marée haute lorsque l’ancre n’a pas tenu à cause d’un coup de vent et l’a fait dériver vers les hauts-fonds. Par conséquent, 80% des marchandises transportées (matériaux de construction et produits de premières nécessités) ont pu être récupérées, tandis que l’embarcation a été totalement endommagée. Les personnes à bord sont saines et sauves.",,
2020-05-22,2020,5,22,4,0,ANTALAHA A TOAMASINA,,SOANIERANA IVONGO,,49.72671,-16.74656,original,,"Le 18 mai 2020 vers 15H00 dans l’après-midi, une pirogue en provenance du fokontany Tanambao Ambodimanga, dans la Commune Rurale de Manompana, district de Soanierana Ivongo, a coulé au large de Fandrarazana, fokontany de Tanambao Ambondimanga. Elle a embarqué à bord le rameur et une famille composée des parents dont la femme est enceinte de cinq mois et leur fillette de 12 ans. A leur retour à l’entrée de la passe au niveau de l’embouchure, la pirogue a chaviré. Seul le rameur a été sauvé. Les trois autres sont morts noyés et échoués sur la plage en fin de la journée du 18 mai 2020. Cet incident serait dû à la mauvaise condition météorologique.",,
2020-05-22,2020,5,22,4,0,CAP D'AMBRE A BESALAMPY,,ANALALAVA,,47.623,-14.466,original,,"Le 11 mai 2020 vers 08H00 du matin, une pirogue à voile nommée DXE d’environ 7m de long et 3m de large, en provenance de Nosy Faly, District de Nosy Be le 10 mai 2020 et à destination d’Aranta Mahajanga, a fait naufrage au large, entre Nosy Morintsa (Nosy Saba) et Nosy Lava, entre la Commune urbaine Analalava et la Commune rurale d'Ambolobozo dans le district Analalava. Le vent fort du Sud-Est a cassé le bras avant du balancier de la pirogue et l’a fait chavirer. L’un des membres d’équipage, un dénommé JOFRE Eddy Alain âgé de 24ans, s’était accroché sur une glacière et a été emporté par le courant. Il a été sauvé par des pêcheurs à l’Ouest au large de Nosy Lava le 14 mai 2020 vers 20H00 du soir et évacué à Analalava pour être soigné. Tandis que les quatre (04) autres équipages, dénommés Lezara, Dada, Lava et Bezara, accrochés sur le balancier, n’ont pas été retrouvés. La pirogue renversée a été aussi emportée par le courant marin. Les membres d’équipage n’étaient pas équipés de gilets de sauvetages. L’APMF a procédé aux opérations SAR.",,
2020-05-26,2020,5,26,1,0,MAHANORO AU CAP SAINTE MARIE,,NOSY VARIKA,,48.5396,-20.57926,original,,"La nuit du 23 Mai 2020, dans le Canal des Pangalanes, un élément de la Gendarmerie, en service à Sahavato, s’est noyé près de la Commune de Sahavelo. Le navire qui le transportait a chaviré à cause de mauvaise condition météorologique et la victime tomba à l’eau. Depuis cette nuit, la recherche a été faite tout le long du Canal des Pangalanes et le corps sans vie n’a été retrouvé que le 26 Mai 2020 vers 06h du matin. La victime et ses deux collègues étaient en déplacement retour de mission de Mananjary.",,
